search URL:,https://patents.google.com/?q=autonomous+vehicle&country=US&after=priority:20120101
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US20170227967A1,"Method for the at least semi-autonomous manoeuvring of a motor vehicle, driver assistance system and motor vehicle ",Valeo Schalter Und Sensoren Gmbh,"Jean-Francois Bariant, Nicole Wagemann",2014-08-05,2015-08-04,2017-08-10,,https://patents.google.com/patent/US20170227967A1/en
US20170219362A1,Autonomous vehicle scheduling system for pickup and drop-off of passengers ,International Business Machines Corporation,"Donald L. Bryson, Eric Kline, Sarbajit K. Rakshit",2016-02-02,2016-02-02,2017-08-03,,https://patents.google.com/patent/US20170219362A1/en
US20170129298A1,Systems and methods for vehicle dynamics assignment ,"Ford Global Technologies, Llc","Jianbo Lu, Davor David Hrovat, Eric Hongtei Tseng, Li Xu",2015-11-05,2015-11-05,2017-05-11,,https://patents.google.com/patent/US20170129298A1/en
US9238490B1,Fender well fairing ,Paccar Inc,Jeffrey P. Smith,2014-09-29,2014-09-29,2016-01-19,2016-01-19,https://patents.google.com/patent/US9238490B1/en
US9707937B2,Washer nozzle integrated wiper blade ,"Hyundai Motor Company, Kcw Corporation","Hyun Sub KIM, Bock Cheol Lee, Nak Kyoung Kong, Young Sub Oh, Jin Hee Lee, Jin Wan Park, Ji Yong JEONG, Je Seong LEE, Jae Hyuck AN",2014-09-24,2014-12-15,2017-07-18,2017-07-18,https://patents.google.com/patent/US9707937B2/en
US9789905B2,Vehicle traveling control apparatus ,Subaru Corporation,"Koji Matsuno, Masato Mizoguchi",2015-09-02,2016-08-25,2017-10-17,2017-10-17,https://patents.google.com/patent/US9789905B2/en
US20170313351A1,Trailer backup assist input with two-stage spring rate ,"Ford Global Technologies, Llc",Erick Michael Lavoie,2016-04-28,2016-04-28,2017-11-02,,https://patents.google.com/patent/US20170313351A1/en
US9783231B2,Orientation of the extent of a vehicle in the direction of the roadway in a parked end position with a parking assistance system for transverse parking ,Bayerische Motoren Werke Aktiengesellschaft,"Alois Freistadt, Izden Sarihan",2015-03-08,2016-03-08,2017-10-10,2017-10-10,https://patents.google.com/patent/US9783231B2/en
US8984706B2,Rear window washer system ,Chrysler Group Llc,John S. Kargilis,2012-01-24,2012-01-24,2015-03-24,2015-03-24,https://patents.google.com/patent/US8984706B2/en
US20170300063A1,Method for loading a vehicle ,Robert Bosch Gmbh,Stefan Nordbruch,2014-11-26,2015-10-22,2017-10-19,,https://patents.google.com/patent/US20170300063A1/en
US20170282870A1,Vehicle trailer parking brake ,GM Global Technology Operations LLC,"Grant L. Meade, Norman J. Weigert, Vyacheslav Berezin",2016-03-31,2016-03-31,2017-10-05,,https://patents.google.com/patent/US20170282870A1/en
US20160368336A1,Use of laser scanner for autonomous truck operation ,Paccar Inc,"William C. Kahn, A. Brent Hankins",2015-06-19,2015-06-19,2016-12-22,,https://patents.google.com/patent/US20160368336A1/en
US9333985B2,"Power steering system, vehicle equipped with same, and control method thereof ",Isuzu Motors Limited,Nobuyuki Iwao,2012-05-17,2013-05-15,2016-05-10,2016-05-10,https://patents.google.com/patent/US9333985B2/en
US20170313304A1,Travel control device for vehicle ,Subaru Corporation,"Eiichi Shiraishi, Takayuki Nagase",2016-04-27,2017-04-26,2017-11-02,,https://patents.google.com/patent/US20170313304A1/en
US9573623B2,Collision avoidance control integrated with electric power steering controller and rear steer ,GM Global Technology Operations LLC,"Nikolai K. Moshchuk, Shih-Ken Chen, Chad T. Zagorski",2015-01-08,2015-01-08,2017-02-21,2017-02-21,https://patents.google.com/patent/US9573623B2/en
US9662974B2,Torque control for vehicles with independent front and rear propulsion systems ,GM Global Technology Operations LLC,"Xiaofeng MAO, Thomas A. Klingler, Eric E. Krueger",2015-02-11,2015-02-11,2017-05-30,2017-05-30,https://patents.google.com/patent/US9662974B2/en
US20170259817A1,Travel control apparatus for vehicle ,Fuji Jukogyo Kabushiki Kaisha,Harunobu Horiguchi,2016-03-09,2017-02-08,2017-09-14,,https://patents.google.com/patent/US20170259817A1/en
US9305223B1,Vision-based indicator signal detection using spatiotemporal filtering ,Google Inc.,"Abhijit Ogale, David Ian Franklin Ferguson",2013-06-26,2013-06-26,2016-04-05,2016-04-05,https://patents.google.com/patent/US9305223B1/en
US20170206789A1,Prevention safety device in course change of small-sized vehicle ,Suzuki Motor Corporation,"Takashi Shimizu, Koji Kurata",2016-01-15,2017-01-10,2017-07-20,,https://patents.google.com/patent/US20170206789A1/en
US9463798B2,"Method and device for determining a lane-adaptation parameter for a lane-keeping system of a vehicle, as well as method and device for lane guidance of a vehicle ",Robert Bosch Gmbh,Christian Renner,2012-04-16,2013-04-15,2016-10-11,2016-10-11,https://patents.google.com/patent/US9463798B2/en
US20170096164A1,Humanized Steering Model For Automated Vehicles ,"Delphi Technologies, Inc.","Ludong Sun, Michael H. Laur, Jonathan L. Wieskamp, Miao Yan",2015-10-05,2015-10-05,2017-04-06,,https://patents.google.com/patent/US20170096164A1/en
US20170101080A1,"Vehicle brake-control-system, vehicle comprising a brake-control-system and a method for controlling a vehicle brake system ",Volvo Car Corporation,"Mattias Erik Brannstrom, Jonas Nilsson, Mohammad Ali",2015-10-07,2016-10-03,2017-04-13,,https://patents.google.com/patent/US20170101080A1/en
US9422012B2,"Motor vehicle, in particular taxi ",Hebei D-Dynamic New Energy Car Stock Corporation Ltd,Herwig Fischer,2012-09-18,2013-09-09,2016-08-23,2016-08-23,https://patents.google.com/patent/US9422012B2/en
US20170235306A1,Vehicle traveling control apparatus ,Fuji Jukogyo Kabushiki Kaisha,Junya SEKI,2016-02-16,2017-01-12,2017-08-17,,https://patents.google.com/patent/US20170235306A1/en
US9573515B2,Automatic turn signal activation during a lane change maneuver ,GM Global Technology Operations LLC,"Chad T. Zagorski, Nikolai K. Moshchuk",2014-12-26,2014-12-26,2017-02-21,2017-02-21,https://patents.google.com/patent/US9573515B2/en
US9623880B1,Method and apparatus for rail-to-road shipping ,Sea-Train Express - Llc,David Kun,2016-05-03,2016-05-03,2017-04-18,2017-04-18,https://patents.google.com/patent/US9623880B1/en
US9224300B2,Apparatus and method for controlling autonomous vehicle platooning ,Electronics And Telecommunications Research Institute,"Sangwoo Lee, Myungwook PARK, Wooyong HAN",2013-10-07,2014-08-06,2015-12-29,2015-12-29,https://patents.google.com/patent/US9224300B2/en
US9643604B2,Driver assist arrangement ,Volvo Car Corporation,"Tony Gustafsson, Mats Jonasson",2014-03-24,2015-03-17,2017-05-09,2017-05-09,https://patents.google.com/patent/US9643604B2/en
US9409529B2,Camera system and vehicle ,GM Global Technology Operations LLC,"Robert A. Dziurda, Joel P. Ruschman, Frank W. Meinert, Caroline Chung",2014-10-06,2014-10-06,2016-08-09,2016-08-09,https://patents.google.com/patent/US9409529B2/en
US9758040B1,Prime mover RPM limiting control ,Textron Inc.,"Shane Christopher Reid, John Lawrence Stocks, Matthew Lawrence O'Donnell",2016-07-22,2016-07-22,2017-09-12,2017-09-12,https://patents.google.com/patent/US9758040B1/en
US20160187884A1,Predictive control of a motor vehicle ,Robert Bosch Gmbh,"Stefan Kueperkoch, Jeannine Schwarzkopf",2013-06-12,2014-04-16,2016-06-30,,https://patents.google.com/patent/US20160187884A1/en
US20160375932A1,Method for detecting vehicle collision ,Hyundai Motor Company,Ji Hyun Yoon,2015-06-24,2015-11-19,2016-12-29,,https://patents.google.com/patent/US20160375932A1/en
US9529364B2,System for coordinating agricultural vehicle control for loading a truck ,Cnh Industrial America Llc,"Christopher A. Foster, Adam R. Rusciolelli, Tyson J. Dollinger, John Posselius, Brian R. Ray, Todd S. AZNAVORIAN",2014-03-24,2015-03-19,2016-12-27,2016-12-27,https://patents.google.com/patent/US9529364B2/en
US20160121883A1,Front-rear torque split control for an all-wheel-drive vehicle with independent power-sources ,GM Global Technology Operations LLC,"Xiaofeng MAO, Thomas A. Klingler, Eric E. Krueger",2014-11-05,2014-11-05,2016-05-05,,https://patents.google.com/patent/US20160121883A1/en
US9415646B1,Automobile-trailer hitch that eliminates jack-knifing ,Jacob Sidney Rand,Jacob Sidney Rand,2015-03-18,2015-03-18,2016-08-16,2016-08-16,https://patents.google.com/patent/US9415646B1/en
US9469303B2,Method for determining the axle load of a vehicle ,Wabco Gmbh,"Daniel Czaja, Axel Stender, Thomas Treichel, Markus Wolf",2013-08-02,2014-07-29,2016-10-18,2016-10-18,https://patents.google.com/patent/US9469303B2/en
US9707970B2,"Method for operating a motor vehicle, control device, and computer program product ",Robert Bosch Gmbh,"Alexander Mueller, Thomas Kropf",2015-03-10,2016-02-26,2017-07-18,2017-07-18,https://patents.google.com/patent/US9707970B2/en
US20170166237A1,Steering input apparatus for vehicle and vehicle ,Lg Electronics Inc.,"Hyungseok OH, WonSeok Yoo, Jeongsu Kim",2015-12-10,2016-12-09,2017-06-15,,https://patents.google.com/patent/US20170166237A1/en
US9522624B1,Remotely operated vehicular pushing apparatus ,Lawrence Clifford Williams,Lawrence Clifford Williams,2015-03-26,2016-03-28,2016-12-20,2016-12-20,https://patents.google.com/patent/US9522624B1/en
US20170287320A1,Vehicle trailer communication ,GM Global Technology Operations LLC,"Grant L. Meade, Vyacheslav Berezin, Charles A. Green",2016-03-31,2016-03-31,2017-10-05,,https://patents.google.com/patent/US20170287320A1/en
US9809249B2,Device for the steering assistance of a vehicle combination ,Deere & Company,"Barbara Boehm, Rainer Gugel, Norbert Fritz, Marco Reinards",2015-03-18,2016-03-29,2017-11-07,2017-11-07,https://patents.google.com/patent/US9809249B2/en
US20170021812A1,Vehicle acceleration and deceleration control device ,Mazda Motor Corporation,"Takashi Sugano, Shimpei Kusumoto",2014-11-10,2015-11-04,2017-01-26,,https://patents.google.com/patent/US20170021812A1/en
US20160142685A1,Image Switching Device For Vehicle ,Denso Corporation,"Kunitomo Aoki, Norio NINOMIYA",2014-11-18,2015-11-16,2016-05-19,,https://patents.google.com/patent/US20160142685A1/en
US20170144646A1,Wheel for preventing jackknifing and uneven tire wear in vehicles ,Edward Earl Bonds,Edward Earl Bonds,2015-09-21,2016-09-21,2017-05-25,,https://patents.google.com/patent/US20170144646A1/en
US20170174257A1,Method and device for adapting a steering wheel angle of a steering wheel and a wheel steering angle of a wheel steering system in a motor vehicle ,Volkswagen Ag,"Michael Düring, Kai Franke, Daniel Töpfer, Omar El MIKATI",2015-12-18,2016-12-16,2017-06-22,,https://patents.google.com/patent/US20170174257A1/en
US9707909B2,Determination of deviation of vehicle range or fuel economy ,GM Global Technology Operations LLC,"Richard B. Weinberg, Todd P. Lindemann, Rachel A. White",2015-09-16,2015-09-16,2017-07-18,2017-07-18,https://patents.google.com/patent/US9707909B2/en
US20170096139A1,Method and system for indicating a potential lane shift of a vehicle ,Volvo Car Corporation,"Claus Allan Christensen, Christian Hedegaard, Thomas Bove",2015-10-01,2016-09-23,2017-04-06,,https://patents.google.com/patent/US20170096139A1/en
US9558659B1,Determining the stationary state of detected vehicles ,Google Inc.,"David Harrison Silver, David Ian Franklin Ferguson",2014-08-29,2014-10-24,2017-01-31,2017-01-31,https://patents.google.com/patent/US9558659B1/en
US9776638B1,Remote interrogation and override for automated driving system ,GM Global Technology Operations LLC,Charles A. Green,2016-04-20,2016-04-20,2017-10-03,2017-10-03,https://patents.google.com/patent/US9776638B1/en
US9546635B2,Remote start control for vehicles ,GM Global Technology Operations LLC,Paul A. Bauerle,2014-08-15,2014-08-15,2017-01-17,2017-01-17,https://patents.google.com/patent/US9546635B2/en
US20160347364A1,Utility vehicle ,Mtd Products Inc,"Jimmy N. Eavenson, Sr., Adam Woodrum, Jonathan Prybor",2015-05-29,2016-05-31,2016-12-01,,https://patents.google.com/patent/US20160347364A1/en
US9567020B2,Towable road motor vehicle ,"Commissariat à l'énergie atomique et aux énergies alternatives, Metacar Transport Systems","Valery CERVANTES, Jerome Laborde",2013-03-08,2014-01-29,2017-02-14,2017-02-14,https://patents.google.com/patent/US9567020B2/en
US9542842B2,Device and method for detecting wetness on a roadway ,Dr. Ing. H.C. F. Porsche Aktiengesellschaft,Stefan Eberhardt,2014-05-26,2015-05-26,2017-01-10,2017-01-10,https://patents.google.com/patent/US9542842B2/en
US9630617B2,Deciding on the direction of travel in the event of a resumption of movement in an automated parking process by means of a parking assistance system ,Bayerische Motoren Werke Aktiengesellschaft,"Thomas BURTSCHE, Thomas Velten, Rainer Schillinger, Thomas Goldmann",2013-07-29,2016-01-28,2017-04-25,2017-04-25,https://patents.google.com/patent/US9630617B2/en
US9334003B2,Road trailer with orientable secondary wheelset ,Jean-Baptiste Segard,Jean-Baptiste Segard,2012-03-09,2013-03-08,2016-05-10,2016-05-10,https://patents.google.com/patent/US9334003B2/en
US20170174210A1,Vehicle and method for controlling the same ,Hyundai Motor Company,"Youn Seok Choi, Jee Yoon Suh",2015-12-22,2016-04-19,2017-06-22,,https://patents.google.com/patent/US20170174210A1/en
US20160107620A1,Method of assisting machines at worksite ,Caterpillar Inc.,James D. Humphrey,2015-12-29,2015-12-29,2016-04-21,,https://patents.google.com/patent/US20160107620A1/en
US20150158487A1,Method for chassis control and chassis control system ,Audi Ag,Karl-Heinz Siedersberger,2013-12-09,2014-12-15,2015-06-11,,https://patents.google.com/patent/US20150158487A1/en
US9649928B2,All-terrain vehicle ,Polaris Industries Inc.,"Ronnie R. Danielson, Amanda S. Peterson, Kendall C. Majer, Burton D. Fischer, Ryan L. Haugen, Todd M. Blumer, William B. Rodriguez, Steven D. Wilcox",2015-06-25,2015-06-25,2017-05-16,2017-05-16,https://patents.google.com/patent/US9649928B2/en
US9327699B2,Method for reducing reverse vehicle stopping distance using brake pre-charge ,"Continental Automotive Systems, Inc.","David Leslie Agnew, Graham Lanier Fletcher",2014-01-29,2015-01-23,2016-05-03,2016-05-03,https://patents.google.com/patent/US9327699B2/en
US9677897B2,Dead reckoning system for vehicles ,Elwha Llc,"Tom Driscoll, Joseph R. Guerci, Russell J. Hannigan, Roderick A. Hyde, Muriel Y. Ishikawa, Jordin T. Kare, Nathan P. Myhrvold, David R. Smith, Clarence T. Tegreene, Yaroslav A. Urzhumov, Charles Whitmer, Lowell L. Wood, JR., Victoria Y. H. Wood",2013-11-13,2013-11-13,2017-06-13,2017-06-13,https://patents.google.com/patent/US9677897B2/en
US9791035B2,Dropcase suspension assembly for a motorized vehicle ,"Altoz, Inc.","Dennis Brazier, Mark Reese",2014-07-31,2014-07-31,2017-10-17,2017-10-17,https://patents.google.com/patent/US9791035B2/en
US20170297621A1,System and method for controlling a vehicle ,"Cnh Industrial America Llc, Autonomous Solutions, Inc.","Nathan Eric Bunderson, John Arthur Mitsuru Petersen, Brian Robert Ray",2016-04-13,2016-04-13,2017-10-19,,https://patents.google.com/patent/US20170297621A1/en
US9178258B1,Split-block construction of waveguide channels for radar frontend ,Google Inc.,Adam Brown,2013-04-19,2013-04-19,2015-11-03,2015-11-03,https://patents.google.com/patent/US9178258B1/en
US9802568B1,Interlocking vehicle airbags ,Waymo Llc,Daniel Lynn Larner,2015-09-04,2015-09-04,2017-10-31,2017-10-31,https://patents.google.com/patent/US9802568B1/en
US20170261327A1,Method and system for estimating a boundary of a road ,Volvo Car Corporation,"Claes Olsson, Anders DAHLBACK, Martin Anders KARLSSON",2016-03-10,2017-03-03,2017-09-14,,https://patents.google.com/patent/US20170261327A1/en
US9753144B1,Bias and misalignment compensation for 6-DOF IMU using GNSS/INS data ,GM Global Technology Operations LLC,"Rouhollah Jafari, Shuqing Zeng",2016-02-12,2016-02-12,2017-09-05,2017-09-05,https://patents.google.com/patent/US9753144B1/en
US20150291213A1,Self-steering bogie for a road vehicle ,Geoffrey Paul Sandford,Geoffrey Paul Sandford,2012-09-03,2013-09-03,2015-10-15,,https://patents.google.com/patent/US20150291213A1/en
US20160131753A1,Adaptive Algorithms for Interrogating the Viewable Scene of an Automotive Radar ,Google Inc.,Adam Brown,2013-02-27,2016-01-13,2016-05-12,,https://patents.google.com/patent/US20160131753A1/en
US9475466B2,Navigation-linked vehicle de-icer or debris-remover control ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Christopher L. Kowalk,2015-02-11,2015-02-11,2016-10-25,2016-10-25,https://patents.google.com/patent/US9475466B2/en
US20170101030A1,Vehicle control system and method ,Jaguar Land Rover Limited,"Ian Hughes, Baptiste Bureau",2014-05-20,2015-05-20,2017-04-13,,https://patents.google.com/patent/US20170101030A1/en
US20160297439A1,Driving support control apparatus for vehicle ,Toyota Jidosha Kabushiki Kaisha,"Shintaro Inoue, Hideo Inoue, Yutaka Hirano, Pongsathorn Raksincharoensak",2015-04-08,2016-04-05,2016-10-13,,https://patents.google.com/patent/US20160297439A1/en
US20170166205A1,Method and system for lane detection and validation ,"Honda Motor Co., Ltd.",Jumpei Ichinokawa,2015-12-14,2015-12-14,2017-06-15,,https://patents.google.com/patent/US20170166205A1/en
